,Village_Area_Name,Beat_Name,Year,count
4162,ARAJUNAGI K D,31..,2023,5
4163,ARAJUNWAD,14..,2018,2
4164,ARAJUNWAD,14..,2021,1
4165,ARAJUNWAD,14..,2022,2
4166,ARAJUNWAD,14..,2023,2
4167,ARAJUNWAD,14..,2024,2
4168,ARAKALAGUD PETE,New Village Beat 33..,2017,6
4169,ARAKALAGUD PETE,New Village Beat 33..,2018,21
4170,ARAKALAGUD PETE,New Village Beat 33..,2019,13
4171,ARAKALAGUD PETE,New Village Beat 33..,2020,18
4172,ARAKALAGUD PETE,New Village Beat 33..,2021,11
4173,ARAKALAGUD PETE,New Village Beat 33..,2022,13
4174,ARAKALAGUD PETE,New Village Beat 33..,2023,21
4175,ARAKALAGUD PETE,New Village Beat 33..,2024,7
4176,ARAKALAGUDU ROAD,New Town Beat 06..,2017,5
4177,ARAKALAGUDU ROAD,New Town Beat 06..,2018,7
4178,ARAKALAGUDU ROAD,New Town Beat 06..,2019,5
4179,ARAKALAGUDU ROAD,New Town Beat 06..,2020,9
4180,ARAKALAGUDU ROAD,New Town Beat 06..,2021,8
4181,ARAKALAGUDU ROAD,New Town Beat 06..,2022,15
4182,ARAKALAGUDU ROAD,New Town Beat 06..,2023,12
4183,ARAKALAGUDU ROAD,New Town Beat 06..,2024,3
4184,ARAKANAKATTE,18th beat..,2019,4
4185,ARAKANAKATTE,18th beat..,2020,2
4186,ARAKANAKATTE,18th beat..,2021,3
4187,ARAKANAKATTE,35 TH BEAT..,2016,17
4188,ARAKANAKATTE,35 TH BEAT..,2017,33
4189,ARAKANAKATTE,35 TH BEAT..,2018,20
4190,ARAKANAKATTE,35 TH BEAT..,2019,16
4191,ARAKANAKATTE,35 TH BEAT..,2020,9
4192,ARAKANAKATTE,35 TH BEAT..,2021,3
4193,ARAKARAVALLY,BEAT NO 9..,2016,6
4194,ARAKARAVALLY,BEAT NO 9..,2017,2
4195,ARAKARE MICO LAYOUT,6th Beat..,2017,33
4196,ARAKARE MICO LAYOUT,6th Beat..,2018,20
4197,ARAKARE MICO LAYOUT,6th Beat..,2019,24
4198,ARAKARE MICO LAYOUT,6th Beat..,2020,14
4199,ARAKARE MICO LAYOUT,6th Beat..,2021,34
4200,ARAKARE MICO LAYOUT,6th Beat..,2022,21
4201,ARAKARE MICO LAYOUT,6th Beat..,2023,38
4202,ARAKARE MICO LAYOUT,6th Beat..,2024,7
4203,ARAKERA,BEAT 4..,2016,15
4204,ARAKERA,BEAT 4..,2017,3
4205,ARAKERA,BEAT 4..,2018,16
4206,ARAKERA,BEAT 4..,2019,12
4207,ARAKERA,BEAT 4..,2020,10
4208,ARAKERA,BEAT 4..,2021,13
4209,ARAKERA,BEAT 4..,2022,16
4210,ARAKERA,BEAT 4..,2023,14
4211,ARAKERA,BEAT 4..,2024,3
4212,ARAKERE,23rd BEAT..,2019,1
4213,ARAKERE,23rd BEAT..,2020,1
4214,ARAKERE,23rd BEAT..,2021,2
4215,ARAKERE,23rd BEAT..,2022,2
4216,ARAKERE,24..,2018,5
4217,ARAKERE,24..,2019,1
4218,ARAKERE,24..,2020,1
4219,ARAKERE,24..,2021,3
4220,ARAKERE,24..,2022,7
4221,ARAKERE,24..,2023,8
4222,ARAKERE,BEAT 1..,2016,18
4223,ARAKERE,BEAT 1..,2017,9
4224,ARAKERE,BEAT 1..,2018,1
4225,ARAKERE,BEAT 1..,2019,4
4226,ARAKERE,BEAT 1..,2022,6
4227,ARAKERE,BEAT 1..,2023,11
4228,ARAKERE,New Beat 01..,2017,3
4229,ARAKERE,New Beat 01..,2018,7
4230,ARAKERE,New Beat 01..,2019,9
4231,ARAKERE,New Beat 01..,2020,15
4232,ARAKERE,New Beat 01..,2021,15
4233,ARAKERE,New Beat 01..,2022,10
4234,ARAKERE,New Beat 01..,2023,6
4235,ARAKERE VILLAGE,New Village Beat  24..,2018,1
4236,ARAKERE VILLAGE,New Village Beat  24..,2019,1
4237,ARAKERE VILLAGE,New Village Beat  24..,2020,3
4238,ARAKERE VILLAGE,New Village Beat  24..,2021,4
4239,ARAKERE VILLAGE,New Village Beat  24..,2022,2
4240,ARAKERE VILLAGE,OLD9..,2018,3
4241,ARAKERE VILLAGE,OLD9..,2019,3
4242,ARAKERE VILLAGE,OLD9..,2020,3
4243,ARAKERE VILLAGE,OLD9..,2021,3
4244,ARAKERE VILLAGE,OLD9..,2022,4
4245,ARAKERI,Village Beat 06..,2018,4
4246,ARAKERI,Village Beat 06..,2020,3
4247,ARAKERI,Village Beat 06..,2021,2
4248,ARAKERI,Village Beat 06..,2022,4
4249,ARAKERI,Village Beat 06..,2023,2
4250,ARAKERI,Village Beat 06..,2024,1
4251,ARAKLAGUUDU,BEAT 10..,2016,26
4252,ARAKLAGUUDU,BEAT 10..,2017,21
4253,ARAKLAGUUDU,BEAT 10..,2022,4
4254,ARAKLAGUUDU,BEAT 10..,2023,4
4255,ARALADINNI,New Beat No 09..,2017,1
4256,ARALADINNI,New Beat No 09..,2020,1
4257,ARALADINNI,New Beat No 09..,2021,3
4258,ARALADINNI,New Beat No 09..,2023,3
4259,ARALADINNI,Rural Beat No 2..,2016,15
4260,ARALADINNI,Rural Beat No 2..,2017,6
4261,ARALAGUPPE,Beat No 27..,2019,1
4262,ARALAHALLY VILLAGE,village beat 4..,2016,11
4263,ARALAHALLY VILLAGE,village beat 4..,2017,18
4264,ARALAHALLY VILLAGE,village beat 4..,2018,12
4265,ARALAHALLY VILLAGE,village beat 4..,2022,2
4266,ARALAHALLY VILLAGE,village beat 4..,2023,26
4267,ARALAHALLY VILLAGE,village beat 4..,2024,2
4268,ARALAKUNTE,BEAT 34..,2016,2
4269,ARALAKUNTE,BEAT 34..,2018,1
4270,ARALAKUNTE,BEAT 34..,2020,3
4271,ARALAKUNTE,BEAT 34..,2021,2
4272,ARALAKUNTE,BEAT 34..,2022,2
4273,ARALAKUNTE,BEAT 34..,2023,1
4274,ARALAKUPPE,New Beat 28..,2017,2
4275,ARALAKUPPE,New Beat 28..,2019,5
4276,ARALAKUPPE,New Beat 28..,2020,3
4277,ARALAKUPPE,New Beat 28..,2021,4
4278,ARALAKUPPE,New Beat 28..,2022,2
4279,ARALAKUPPE,New Beat 28..,2023,6
4280,ARALALLI,Baet No 2..,2016,5
4281,ARALALLI,Baet No 2..,2017,5
4282,ARALALLI,Baet No 2..,2018,14
4283,ARALALLI,Baet No 2..,2019,11
4284,ARALALLI,Baet No 2..,2020,16
4285,ARALALLI,Baet No 2..,2021,6
4286,ARALALLI,Baet No 2..,2022,9
4287,ARALALLI,Baet No 2..,2023,3
4288,ARALALLI,Baet No 2..,2024,1
4289,ARALALUSANDRA,Beat 30..,2020,3
4290,ARALALUSANDRA,Beat 30..,2022,1
4291,ARALAPETE,New Town Beat 29..,2017,2
4292,ARALAPETE,New Town Beat 29..,2018,6
4293,ARALAPETE,New Town Beat 29..,2019,5
4294,ARALAPETE,New Town Beat 29..,2020,1
4295,ARALAPETE,New Town Beat 29..,2021,5
4296,ARALAPETE,New Town Beat 29..,2022,4
4297,ARALAPETE,New Town Beat 29..,2023,2
4298,ARALE PETE,BEAT 16..,2017,2
4299,ARALE PETE,BEAT 16..,2018,3
4300,ARALE PETE,BEAT 16..,2019,4
4301,ARALE PETE,BEAT 16..,2021,2
4302,ARALE PETE,BEAT 16..,2022,4
4303,ARALE PETE,BEAT 16..,2023,3
4304,ARALE PETE,BEAT 16..,2024,1
4305,ARALEKATTEDUDDI,BEAT 21..,2017,2
4306,ARALEKATTEDUDDI,BEAT 21..,2018,5
4307,ARALEKATTEDUDDI,BEAT 21..,2019,3
4308,ARALEKATTEDUDDI,BEAT 21..,2020,4
4309,ARALEKATTEDUDDI,BEAT 21..,2021,1
4310,ARALEKATTEDUDDI,BEAT 21..,2022,1
4311,ARALEPETE,BEAT 02..,2016,4
4312,ARALEPETE,BEAT 02..,2017,5
4313,ARALEPETE,BEAT 02..,2018,3
4314,ARALEPETE,BEAT 02..,2019,3
4315,ARALEPETE,BEAT 02..,2020,3
4316,ARALEPETE,BEAT 02..,2021,10
4317,ARALEPETE,BEAT 02..,2022,1
4318,ARALEPETE,BEAT 02..,2023,7
4319,ARALIGANUR,BEAT 7..,2022,1
4320,ARALIGANUR,BEAT 7..,2023,8
4321,ARALIHALLI VILLAGE,Beat 09..,2016,3
4322,ARALIHALLI VILLAGE,Beat 09..,2017,6
4323,ARALIHALLI VILLAGE,Beat 09..,2018,1
4324,ARALIHALLI VILLAGE,Beat 09..,2019,4
4325,ARALIHALLI VILLAGE,Beat 09..,2020,1
4326,ARALIHALLI VILLAGE,Beat 09..,2021,5
4327,ARALIHALLI VILLAGE,Beat 09..,2022,5
4328,ARALIHALLI VILLAGE,Beat 09..,2023,2
4329,ARALIHALLI VILLAGE,Beat 23..,2021,2
4330,ARALIHALLI VILLAGE,Beat 23..,2022,1
4331,ARALIHALLI VILLAGE,Beat 23..,2023,2
4332,ARALIKATTE,NEW BEAT02..,2017,1
4333,ARALIKATTE,NEW BEAT02..,2019,3
4334,ARALIKATTE,NEW BEAT02..,2020,1
4335,ARALIKATTE,NEW BEAT02..,2023,1
4336,ARALIKATTE VILLAGE,32ND BEAT..,2022,2
4337,ARALIKATTE VILLAGE,V Beat No 14..,2019,2
4338,ARALIKATTE VILLAGE,V Beat No 14..,2021,1
4339,ARALIKATTI,ARALIKATTI..,2016,4
4340,ARALIKATTI,ARALIKATTI..,2017,1
4341,ARALIKATTI,ARALIKATTI..,2018,2
4342,ARALIKATTI,ARALIKATTI..,2020,1
4343,ARALIKATTI,ARALIKATTI..,2021,1
4344,ARALIKATTI,ARALIKATTI..,2023,4
4345,ARALIKATTI,Beat No 10..,2017,2
4346,ARALIKATTI,Beat No 10..,2018,1
4347,ARALIKATTI,Beat No 10..,2019,1
4348,ARALIKATTI,Beat No 10..,2020,1
4349,ARALIKATTI,Beat No 10..,2022,1
4350,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2016,6
4351,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2017,7
4352,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2018,2
4353,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2019,11
4354,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2020,7
4355,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2021,15
4356,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2022,4
4357,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2023,6
4358,ARALIKATTI,LOKAPUR RURAL BEAT 3..,2024,2
4359,ARALIKATTI,NEW BEAT 2..,2019,1
4360,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2017,1
4361,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2018,1
4362,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2020,3
4363,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2021,3
4364,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2022,3
4365,ARALIKATTI HALE MANAGOAN,BEAT NO 28..,2023,1
4366,ARALIKOPPA,05..,2016,6
4367,ARALIKOPPA,05..,2017,8
4368,ARALIKOPPA,05..,2018,10
4369,ARALIKOPPA,05..,2019,11
4370,ARALIKOPPA,05..,2020,11
4371,ARALIKOPPA,05..,2021,5
4372,ARALIKOPPA,05..,2022,11
4373,ARALIKOPPA,05..,2023,11
4374,ARALIKOPPA,05..,2024,2
4375,ARALIMRADADODDI,Beat 09..,2017,2
4376,ARALIMRADADODDI,Beat 09..,2018,4
4377,ARALIMRADADODDI,Beat 09..,2019,7
4378,ARALIMRADADODDI,Beat 09..,2020,4
4379,ARALIMRADADODDI,Beat 09..,2021,7
4380,ARALIMRADADODDI,Beat 09..,2022,22
4381,ARALIMRADADODDI,Beat 09..,2023,13
4382,ARALIMRADADODDI,Beat 09..,2024,3
4383,ARALU MALLIGE,BEAT 4..,2016,5
4384,ARALU MALLIGE,BEAT 4..,2017,9
4385,ARALU MALLIGE,BEAT 4..,2018,7
4386,ARALU MALLIGE,BEAT 4..,2019,9
4387,ARALU MALLIGE,BEAT 4..,2020,9
4388,ARALU MALLIGE,BEAT 4..,2021,3
4389,ARALU MALLIGE,BEAT 4..,2022,8
4390,ARALU MALLIGE,BEAT 4..,2023,8
4391,ARALUMALLIGE,BEAT 7..,2022,2
4392,ARALUMALLIGE,BEAT 7..,2023,1
4393,ARAMERI,19..,2021,1
4394,ARAMERI,19..,2022,1
4395,ARAMERI,19..,2023,5
4396,ARAMERI,19..,2024,1
4397,ARAMERI VILLAGE,NO..,2020,2
4398,ARAMERI VILLAGE,NO..,2021,3
4399,ARAMERI VILLAGE,NO..,2022,3
4400,ARANI,2 NEW VILLAGE BEAT..,2023,1
4401,ARANI,NEW BEAT 7..,2019,1
4402,ARANI,NEW BEAT 7..,2021,4
4403,ARANI,NEW BEAT 7..,2022,7
4404,ARANI,NEW BEAT 7..,2023,4
4405,ARAPATTU VILLAGE,VRPS BEAT NO 09..,2020,1
4406,ARAPATTU VILLAGE KADANGA,NO..,2020,5
4407,ARASANAKUNTE,beat..,2017,1
4408,ARASANAKUNTE,beat..,2018,2
4409,ARASANAKUNTE,beat..,2019,5
4410,ARASANAKUNTE,beat..,2020,3
4411,ARASANAKUNTE,beat..,2021,2
4412,ARASANAKUNTE,beat..,2022,4
4413,ARASANALU VILLAGE,22..,2018,2
4414,ARASANALU VILLAGE,22..,2019,5
4415,ARASANALU VILLAGE,22..,2023,1
4416,ARASANALU VILLAGE,22..,2024,1
4417,ARASAPUR,NEW BEAT 12..,2023,5
4418,ARASAPURA,BEAT 01..,2016,4
4419,ARASAPURA,BEAT 01..,2017,8
4420,ARASAPURA,BEAT 01..,2018,4
4421,ARASAPURA,BEAT 01..,2019,5
4422,ARASAPURA,BEAT 01..,2020,10
4423,ARASAPURA,BEAT 01..,2021,10
4424,ARASAPURA,BEAT 01..,2022,12
4425,ARASAPURA,BEAT 01..,2023,8
4426,ARASAPURA,BEAT 01..,2024,4
4427,ARASHANAGI,12..,2017,2
4428,ARASHANAGI,12..,2018,1
4429,ARASHANAGI,12..,2019,1
4430,ARASHANAGI,12..,2020,4
4431,ARASHANAGI,12..,2021,3
4432,ARASHANAGI,12..,2022,2
4433,ARASHANAGI,12..,2023,2
4434,ARASHINAGODI,BEAT 11..,2022,1
4435,ARASHINIGI,Beat11..,2019,3
4436,ARASHINIGI,Beat11..,2020,3
4437,ARASHINIGI,Beat11..,2021,1
4438,ARASHINIGI,Beat11..,2022,1
4439,ARASHINIGI,Beat11..,2023,1
4440,ARASHINIGI,Beat11..,2024,3
4441,ARASIKERA TANDA,Beat3..,2016,5
4442,ARASIKERA TANDA,Beat3..,2017,6
4443,ARASIKERA TANDA,Beat3..,2018,2
4444,ARASIKERA TANDA,Beat3..,2019,2
4445,ARASIKERA TANDA,Beat3..,2020,9
4446,ARASIKERA TANDA,Beat3..,2021,3
4447,ARASIKERA TANDA,Beat3..,2022,6
4448,ARASIKERA TANDA,Beat3..,2023,2
4449,ARASIKERA TANDA,Beat3..,2024,1
4450,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2016,8
4451,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2017,4
4452,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2018,7
4453,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2019,9
4454,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2020,5
4455,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2021,6
4456,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2022,10
4457,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2023,7
4458,ARASIKERE OUTER SIGNAL TOWARDS MYSORE,ARASIKERE RAILWAY STATION..,2024,2
4459,ARATABELE,BEAT 14..,2016,2
4460,ARATABELE,BEAT 14..,2021,6
4461,ARATABELE,BEAT 14..,2022,1
4462,ARATABELE,BEAT 14..,2023,2
4463,ARATAL,BEAT 11..,2018,2
4464,ARATAL,BEAT 11..,2019,2
4465,ARATAL,BEAT 11..,2020,1
4466,ARATAL,BEAT 11..,2021,1
4467,ARATAL,BEAT 11..,2022,1
4468,ARATAL,BEAT 11..,2023,1
4469,ARATHI UKKADA,New Beat 22..,2017,1
4470,ARATHI UKKADA,New Beat 22..,2018,5
4471,ARATHI UKKADA,New Beat 22..,2019,5
4472,ARATHI UKKADA,New Beat 22..,2020,1
4473,ARATHI UKKADA,New Beat 22..,2022,1
4474,ARATHI UKKADA,New Beat 22..,2023,3
4475,ARATHIUKKADA,BEAT NO 05..,2016,7
4476,ARATHIUKKADA,BEAT NO 05..,2017,8
4477,ARATHIUKKADA,BEAT NO 05..,2018,1
4478,ARATHIUKKADA,BEAT NO 05..,2019,2
4479,ARAVATHOKLU VILLAGE,MRPS BEAT NO 21..,2019,1
4480,ARAVATIGE,NEW BEAT NO 05..,2021,4
4481,ARAVATIGE,NEW BEAT NO 05..,2022,4
4482,ARAVATIGE,NEW BEAT NO 05..,2023,1
4483,ARAVATIGE,NEW BEAT NO 05..,2024,1
4484,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2016,3
4485,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2018,3
4486,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2019,3
4487,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2020,3
4488,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2021,1
4489,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2022,1
4490,ARAVIND LIMBAVALI HOUSE,TOWN BEAT NO 2..,2023,2
4491,ARAVIND NAGAR,CHIKKAMAGALUR..,2021,7
4492,ARAVIND NAGAR,CHIKKAMAGALUR..,2022,21
4493,ARAVIND NAGAR,CHIKKAMAGALUR..,2023,17
4494,ARAVIND NAGAR,CHIKKAMAGALUR..,2024,1
4495,ARAVIND NAGAR,CHIKKAMAGALURU..,2020,1
4496,ARAVIND NAGAR,CHIKKAMAGALURU..,2021,4
4497,ARAVIND NAGAR,CHIKKAMAGALURU..,2022,26
4498,ARAVIND NAGAR,CHIKKAMAGALURU..,2023,37
4499,ARAVIND NAGAR,CHIKKAMAGALURU..,2024,9
4500,ARAVINDA NAGAR,BEAT 4..,2016,4
4501,ARAVINDA NAGAR,BEAT 4..,2017,5
4502,ARAVINDA NAGAR,BEAT 4..,2018,8
4503,ARAVINDA NAGAR,BEAT 4..,2019,5
4504,ARAVINDA NAGAR,BEAT 4..,2020,4
4505,ARAVINDA NAGAR,BEAT 4..,2021,1
4506,ARAVINDA NAGAR,BEAT 4..,2022,7
4507,ARAVINDA NAGAR,BEAT 4..,2023,4
4508,ARAVINDA NAGARA,BEAT 21..,2019,3
4509,ARAVINDA NAGARA,BEAT 21..,2021,2
4510,ARAVINDA NAGARA,BEAT 21..,2022,3
4511,ARAVINDA NAGARA,BEAT 21..,2023,2
4512,ARAVINDA NAGARA,BEAT 21..,2024,1
4513,ARBAIL,Rural Beat 5..,2016,3
4514,ARBAIL,Rural Beat 5..,2017,11
4515,ARBAIL,Rural Beat 5..,2018,3
4516,ARBAIL,Rural Beat 5..,2019,6
4517,ARBAIL,Rural Beat 5..,2020,5
4518,ARBAIL,Rural Beat 5..,2021,6
4519,ARBAIL,Rural Beat 5..,2022,9
4520,ARBAIL,Rural Beat 5..,2023,10
4521,ARBAIL,Rural Beat 5..,2024,2
4522,ARCHAKARAHALLI,11..,2016,3
4523,ARCHAKARAHALLI,11..,2017,4
4524,ARCHAKARAHALLI,11..,2019,1
4525,ARCHAKARAHALLI,11..,2023,1
4526,ARCKOT STREET,New Beat 20..,2018,1
4527,ARCKOT STREET,New Beat 20..,2019,1
4528,ARCKOT STREET,New Beat 20..,2020,3
4529,ARCKOT STREET,New Beat 20..,2022,1
4530,ARE TIPPURU,NEW BEAT 36..,2017,1
4531,ARE TIPPURU,NEW BEAT 36..,2019,2
4532,ARE TIPPURU,NEW BEAT 36..,2021,3
4533,ARE TIPPURU,NEW BEAT 36..,2022,2
4534,ARE TIPPURU,NEW BEAT 36..,2023,3
4535,AREA COMES UNDER OTHER P.S JURISDICTION,Other PS Limits..,2016,1
4536,AREA COMES UNDER OTHER P.S JURISDICTION,Other PS Limits..,2019,1
4537,AREA COMES UNDER OTHER P.S JURISDICTION,Other PS Limits..,2022,1
4538,AREBOMANAHALLI,BEAT NO 9..,2019,1
4539,AREBOMANAHALLI,BEAT NO 9..,2022,1
4540,AREBOMANAHALLI,BEAT NO 9..,2023,5
4541,AREBSAVANAKOPPA,NEW BEAT NO 02..,2020,3
4542,AREBSAVANAKOPPA,NEW BEAT NO 02..,2021,1
4543,AREGUJANAHALLI,Beat  11..,2016,3
4544,AREGUJANAHALLI,Beat  11..,2017,3
4545,AREGUJANAHALLI,Beat  11..,2019,4
4546,AREGUJANAHALLI,Beat  11..,2020,2
4547,AREGUJANAHALLI,Beat  11..,2021,2
4548,AREGUJANAHALLI,Beat  11..,2022,4
4549,AREGUJANAHALLI,Beat  11..,2023,5
4550,AREHALLI,05 Arehalli ps..,2019,1
4551,AREHALLI,05 Arehalli ps..,2023,2
4552,AREHALLI,New Beat 28..,2017,1
4553,AREHALLI,New Beat 28..,2022,1
4554,AREHALLI,New Beat 28..,2023,1
4555,AREHALLI,VILLAGE BEAT 02..,2016,7
4556,AREHALLI,VILLAGE BEAT 02..,2017,3
4557,AREHALLI,VILLAGE BEAT 02..,2018,5
4558,AREHALLI,VILLAGE BEAT 02..,2019,10
4559,AREHALLI,VILLAGE BEAT 02..,2020,17
4560,AREHALLI,VILLAGE BEAT 02..,2021,18
4561,AREHALLI,VILLAGE BEAT 02..,2022,15
4562,AREHALLI,VILLAGE BEAT 02..,2023,11
4563,AREHALLI GUDDADAHALLI,BEAT 5..,2016,6
4564,AREHALLI GUDDADAHALLI,BEAT 5..,2017,13
4565,AREHALLI GUDDADAHALLI,BEAT 5..,2018,9
4566,AREHALLI GUDDADAHALLI,BEAT 5..,2019,7
4567,AREHALLI GUDDADAHALLI,BEAT 5..,2020,9
4568,AREHALLI GUDDADAHALLI,BEAT 5..,2021,16
4569,AREHALLI GUDDADAHALLI,BEAT 5..,2022,7
4570,AREHALLI GUDDADAHALLI,BEAT 5..,2023,11
4571,AREHALLI GUDDADAHALLI,BEAT 5..,2024,3
4572,AREHALLY,2022 NEW BEAT 01..,2022,3
4573,AREHALLY,2022 NEW BEAT 01..,2023,9
4574,AREHALLY,2022 NEW BEAT 01..,2024,1
4575,AREHALLY,BEAT NO 1..,2016,11
4576,AREHALLY,BEAT NO 1..,2017,12
4577,AREHALLY,Beat NO 28..,2017,2
4578,AREHALLY,Beat NO 28..,2018,1
4579,AREHALLY,Beat NO 28..,2019,4
4580,AREHALLY,Beat NO 28..,2020,2
4581,AREHALLY,Beat NO 28..,2021,2
4582,AREHALLY,Beat NO 28..,2022,1
4583,AREHALLY,Beat NO 28..,2023,3
4584,AREHALLY,New Village Beat 01..,2017,6
4585,AREHALLY,New Village Beat 01..,2018,3
4586,AREHALLY,New Village Beat 01..,2019,9
4587,AREHALLY,New Village Beat 01..,2020,5
4588,AREHALLY,New Village Beat 01..,2021,11
4589,AREHALLY,New Village Beat 01..,2022,5
4590,AREHALLY,New Village Beat 01..,2023,1
4591,AREHALLY,New Village Beat 01..,2024,1
4592,AREKADU VILLAGE,BEAT 6..,2016,8
4593,AREKADU VILLAGE,BEAT 6..,2017,4
4594,AREKADU VILLAGE,BEAT 6..,2018,5
4595,AREKADU VILLAGE,BEAT 6..,2019,8
4596,AREKADU VILLAGE,BEAT 6..,2020,5
4597,AREKADU VILLAGE,BEAT 6..,2021,4
4598,AREKADU VILLAGE,BEAT 6..,2022,2
4599,AREKADU VILLAGE,BEAT 6..,2023,3
4600,AREKALLUDODDI VILLAGE,New Beat  25..,2018,2
4601,AREKALLUDODDI VILLAGE,New Beat  25..,2019,1
4602,AREKALLUDODDI VILLAGE,New Beat  25..,2020,2
4603,AREKALLUDODDI VILLAGE,New Beat  25..,2021,1
4604,AREKALLUDODDI VILLAGE,New Beat  25..,2022,2
4605,AREKURAHATTI VILLAGE,NEW BEAT 4..,2018,1
4606,AREKURAHATTI VILLAGE,NEW BEAT 4..,2019,3
4607,AREKURAHATTI VILLAGE,NEW BEAT 4..,2022,1
4608,AREKURAHATTI VILLAGE,NEW BEAT 4..,2023,2
4609,AREMAJJIGERE VILLAGE,24..,2020,1
4610,AREMAJJIGERE VILLAGE,24..,2021,1
4611,AREMAJJIGERE VILLAGE,24..,2022,1
4612,AREMALLENAHALLI,16th beat..,2018,1
4613,AREMALLENAHALLI,16th beat..,2019,4
4614,AREMALLENAHALLI,16th beat..,2020,7
4615,AREMALLENAHALLI,16th beat..,2021,7
4616,AREMALLENAHALLI,16th beat..,2022,5
4617,ARENOOR,BEAT NO 05..,2016,15
4618,ARENOOR,BEAT NO 05..,2017,11
4619,ARENOOR,BEAT NO 05..,2018,8
4620,ARENOOR,BEAT NO 05..,2019,16
4621,ARENOOR,BEAT NO 05..,2020,7
4622,ARENOOR,BEAT NO 05..,2021,1
4623,ARENURU,BEAT NO 19..,2020,1
4624,ARENURU,BEAT NO 19..,2021,1
4625,ARENURU,BEAT NO 19..,2022,2
4626,ARENURU,BEAT NO 19..,2023,1
4627,ARENURU,BEAT NO 19..,2024,2
4628,ARESHANKAR,New Beat No 29..,2023,1
4629,AREYURU,0..,2019,2
4630,AREYURU,0..,2020,2
4631,AREYURU,0..,2021,3
4632,ARGA,BEAT 1..,2016,7
4633,ARGA,BEAT 1..,2017,6
4634,ARGA,BEAT 1..,2018,9
4635,ARGA,BEAT 1..,2019,8
4636,ARGA,BEAT 1..,2020,3
4637,ARGA,BEAT 1..,2021,6
4638,ARGA,BEAT 1..,2022,1
4639,ARGA,BEAT 1..,2023,3
4640,ARGA,BEAT 1..,2024,1
4641,ARHAL,03..,2016,9
4642,ARHAL,03..,2017,10
4643,ARHAL,03..,2018,10
4644,ARHAL,03..,2019,4
4645,ARHAL,03..,2020,6
4646,ARHAL,03..,2021,25
4647,ARHAL,03..,2022,13
4648,ARHAL,03..,2023,12
4649,ARIGEPALLI,VILLAGE BEAT 16..,2019,3
4650,ARIGEPALLI,VILLAGE BEAT 16..,2020,2
4651,ARIGEPALLI,VILLAGE BEAT 16..,2021,3
4652,ARIGEPALLI,VILLAGE BEAT 16..,2022,5
4653,ARIGEPALLI,VILLAGE BEAT 16..,2023,1
4654,ARIGEPALLI,VILLAGE BEAT 18..,2016,1
4655,ARIGEPALLI,VILLAGE BEAT 18..,2017,3
4656,ARIGEPALLI,VILLAGE BEAT 18..,2020,1
4657,ARIGEPALLI,VILLAGE BEAT 18..,2021,2
4658,ARIGEPALLI,VILLAGE BEAT 18..,2022,1
4659,ARIGEPALLI,VILLAGE BEAT 18..,2023,4
4660,ARIHANTA NAGAR,BEAT 5..,2016,8
4661,ARIHANTA NAGAR,BEAT 5..,2017,8
4662,ARIHANTA NAGAR,BEAT 5..,2018,2
4663,ARIHANTA NAGAR,BEAT 5..,2019,5
4664,ARIHANTA NAGAR,BEAT 5..,2020,3
4665,ARIHANTA NAGAR,BEAT 5..,2021,3
4666,ARIHANTA NAGAR,BEAT 5..,2022,6
4667,ARIHANTA NAGAR,BEAT 5..,2023,10
4668,ARIHANTA NAGAR,BEAT 5..,2024,1
4669,ARIKATTI VILLAGE,OP Beat 2..,2016,4
